dt,x,y,position,velocity,acceleration,jerk,heading
0.020000,15.561026,15.880425,11.048988,5.443649,-6.069950,1.266761,6.147081
0.020000,15.666527,15.866210,11.155443,5.322747,-6.045077,1.243657,6.151458
0.020000,15.769702,15.852770,11.259489,5.202334,-6.020658,1.220948,6.155855
0.020000,15.870555,15.840084,11.361137,5.082399,-5.996747,1.195527,6.160266
0.020000,15.969092,15.828130,11.460396,4.962933,-5.973313,1.171699,6.164682
0.020000,16.065316,15.816888,11.557275,4.843924,-5.950439,1.143694,6.169096
0.020000,16.159232,15.806335,11.651782,4.725363,-5.928061,1.118909,6.173501
0.020000,16.250845,15.796449,11.743927,4.607237,-5.906272,1.089473,6.177890
0.020000,16.340159,15.787206,11.833717,4.489538,-5.884936,1.066774,6.182256
0.020000,16.427177,15.778584,11.921162,4.372254,-5.864233,1.035184,6.186593
0.020000,16.511906,15.770557,12.006270,4.255373,-5.844061,1.008592,6.190894
0.020000,16.594347,15.763103,12.089047,4.138877,-5.824768,0.964646,6.195152
0.020000,16.674505,15.756198,12.169503,4.022768,-5.805468,0.964992,6.199363
0.020000,16.752385,15.749817,12.247643,3.907023,-5.787239,0.911460,6.203519
0.020000,16.827989,15.743937,12.323476,3.791631,-5.769596,0.882163,6.207615
0.020000,16.901322,15.738533,12.397008,3.676582,-5.752444,0.857559,6.211646
0.020000,16.972387,15.733581,12.468245,3.561868,-5.735736,0.835434,6.215607
0.020000,17.041188,15.729059,12.537194,3.447470,-5.719903,0.791623,6.219492
0.020000,17.107728,15.724941,12.603862,3.333381,-5.704424,0.773963,6.223296
0.020000,17.172011,15.721207,12.668253,3.219579,-5.690119,0.715249,6.227015
0.020000,17.234041,15.717831,12.730375,3.106065,-5.675684,0.721757,6.230645
0.020000,17.293820,15.714794,12.790231,2.992814,-5.662554,0.656478,6.234180
0.020000,17.351352,15.712071,12.847828,2.879830,-5.649185,0.668448,6.237617
0.020000,17.406641,15.709642,12.903169,2.767087,-5.637160,0.601283,6.240951
0.020000,17.459689,15.707486,12.956261,2.654583,-5.625212,0.597370,6.244180
0.020000,17.510499,15.705582,13.007107,2.542296,-5.614329,0.544158,6.247300
0.020000,17.559074,15.703911,13.055711,2.430220,-5.603800,0.526439,6.250306
0.020000,17.605419,15.702454,13.102078,2.318349,-5.593572,0.511412,6.253197
0.020000,17.649534,15.701192,13.146212,2.206669,-5.583985,0.479373,6.255968
0.020000,17.691423,15.700107,13.188115,2.095159,-5.575485,0.424960,6.258617
0.020000,17.731089,15.699182,13.227791,1.983821,-5.566939,0.427322,6.261142
0.020000,17.768533,15.698401,13.265244,1.872643,-5.558884,0.402739,6.263540
0.020000,17.803760,15.697749,13.300476,1.761614,-5.551457,0.371375,6.265808
0.020000,17.836769,15.697211,13.333491,1.650709,-5.545223,0.311706,6.267944
0.020000,17.867565,15.696772,13.364290,1.539948,-5.538041,0.359093,6.269947
0.020000,17.896149,15.696421,13.392875,1.429291,-5.532887,0.257698,6.271814
0.020000,17.922523,15.696143,13.419250,1.318753,-5.526908,0.298938,6.273544
0.020000,17.946688,15.695930,13.443417,1.208311,-5.522100,0.240382,6.275134
0.020000,17.968646,15.695769,13.465376,1.097962,-5.517421,0.233980,6.276585
0.020000,17.988400,15.695651,13.485130,0.987684,-5.513889,0.176593,6.277893
